message,label
"Claim your free ringtone by texting 'FIRST' to 87131 for a polyphonic or 'GET' for a true tone! Need assistance? Call 0845 2814032 between 16:08 and 20:00 for more information. Please note that after the first free tone, additional tones are available for £150 per week, and you can stop receiving them by texting 'stop'.",spam
"FREE RINGTONE! Send 'FIRST' to 87131 for a polyphonic ringtone, or 'GET' to 87131 for a true tone. For assistance, call 0845 2814032 and press 16 after the first free tone. Additional tones are 3 times £150 per week, and you can stop by sending 'txt stop'.",spam
"Get a FREE ringtone by texting 'FIRST' to 87131 and receive a polyphonic or text 'GET' to 87131 for a true tone. For assistance, call 0845 2814032 (standard rates apply). After the first free tone, additional tones are 3 times £150 per week, until you text 'stop' to opt-out.",spam
Enjoy a Live 121 chat experience with our selection of girls for just 60p per minute. Choose your favorite and connect live. Call 09094646899 now and take advantage of Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
Experience live chat with stunning ladies for just 60p per minute. Choose your favorite and connect instantly. Call 09094646899 now and enjoy the best live chat service with Cheap Chat UK. VU BCM1896WC1N3XX,spam
Experience thrilling live chat with our stunning models for just 60p per minute. Choose your favorite and connect live. Call 09094646899 now! Cheap Chat UK offers the largest selection of live chat services. VU BCM1896WC1N3XX,spam
Experience live chat for only 60p/min. Choose a girl and connect now! Phone 09094646899 to start your live chat. Cheap Chat offers the largest selection of live chat services in the UK. VU BCM1896WC1N3XX,spam
Confidential! Your S.I.M. account statement for 2003 shows 800 unredeemed points. Please call 08718738001 and use the identifier code 49557 before 26/11/04 to claim your reward.,spam
Confidential: Your 2003 Account Statement shows 800 unredeemed S.I.M. points. Kindly call 08718738001 with your Identifier Code: 49557 before 26/11/04 to avoid expiration,spam
Confidential! You have 800 unclaimed S.I.M. points in your 2003 account statement. Please call 08718738001 and enter identifier code 49557 to redeem them before 26/11/04.,spam
"Confidential: You have 800 unclaimed S.I.M. points from your 2003 account statement. To redeem, call 08718738001 and provide identifier code 49557 before 26/11/04",spam
"Thank you for your unwavering support. As a token of our appreciation, we will enter you into our prize draw for £100 cash. Simply text your answer to the following question: Who is the new President of the United States? Send your response to 80082.",spam
Thank you for your loyalty! Your response to this week's question will qualify you for a chance to win £100 cash. Who is the recently elected President of the United States? Text your answer to 80082,spam
"Thank you for your ongoing support! As promised, we will entered you into our weekly drawing for £100 cash. Simply name the new US President by texting your answer to 80082.",spam
"Thank you for your ongoing support! We're excited to announce that your question this week will enter you into our drawing for £100 cash. Don't miss out! Simply text your answer to 80082. And, of course, the question is: Who is the new US President?",spam
+449071512431 URGENT! This is our second attempt to contact you. You have won £1250! Please call 09071512433 before 050703 to claim your prize. Terms and conditions apply. BCM4235WC1N3XX. Calls cost 150ppm from mobiles and may vary. Max £7.50.,spam
"This is a reminder. You have won a prize of £1250. Please call the number 09071512433 immediately, before July 5th. The terms and conditions of the offer are available on request. Warning: the call cost is £150 per minute and may vary depending on your mobile provider",spam
Important! This is our second attempt to contact you. You have won £1250. Please call 09071512433 before 050703 to claim your prize. T&Cs apply. BCM4235WC1N3XX. Call costs 150ppm from mobiles and may vary. Max £7.50,spam
"This is a second attempt to contact you. You have won £1250. Please call 09071512433 before 050703 to claim your prize. Terms and conditions apply. Calls from mobiles may vary in cost, up to a maximum of £7.50. BCM4235WC1N3XX.",spam
"Congratulations! You have won either ?1,000 in cash or a ?2,000 prize! To claim your prize, phone 09050000327. Terms and conditions apply: RSTM, SW7 3SS. 150 calls per minute.",spam
"Congratulations on your big win! You have been randomly selected to receive either ?1,000 in cash or a ?2,000 prize. Claim your prize by calling the number 09050000327. Terms and conditions apply, including a 150ppm surcharge. RSTM, SW7 3SS.",spam
"Congratulations! You have been randomly selected to win either $1,000 in cash or a $2,000 prize. To redeem, please call 09050000327. Terms and Conditions apply. RSTM, SW7 3SS. 150ppm",spam
"Congratulations! You have won a prize, either ?1,000 cash or ?2,000 value. To receive your reward, call 09050000327. Terms and conditions apply, see RSTM, SW7 3SS. Standard rate 150ppm applies",spam
"You've been selected as a SIM subscriber to receive a unique bonus! Just send a text message with the word OK to the number 88600 to receive your prize. Don't miss out, this offer ends on April 30th. Standard message rates apply, 150p per message.",spam
"As a valued SIM subscriber, you're eligible to receive a special Bonus! Simply send a text message with the word 'OK' to 88600 to claim your reward. Normal message rates apply, and the offer ends on April 30th. Happy texting!",spam
"As a valued SIM subscriber, you have been chosen to receive a special Bonus! Simply text 'OK' to 88600 to claim your reward. Standard message rates apply. Offer expires on April 30th",spam
"We're excited to offer you a bonus as a valued SIM subscriber! To receive your reward, simply text 'OK' to 88600. Don't miss out - claim yours today. Message and surcharge apply, valid until April 30.",spam
"Looking for laid-back encounters? Interested in discreet dogger locations? Join the largest dogging community in the UK and receive exclusive updates via text. Send 'dogs' to 69696 today! (£1.50 per message, adult content).",spam
"Interested in meeting new people for social activities? Join our popular network and receive location suggestions directly on your phone. Send a text message with the word 'doggs' to 69696 to get started. Note: £1.50 per message, maximum 3 messages per person.?",spam
"Interested in meeting new people for social activities? Join our popular network and receive location suggestions directly on your phone. Send a text message with the word 'doggs' to 69696 to get started. Note: £1.50 per message, maximum 3 messages per person.?",spam
Want to find genuine dogging locations? Join the UK's largest dogging network by texting 'dogs' to 69696. Standard message rates apply.,spam
"Thank you for your recent ringtone purchase. Your order reference number is X29. The amount of 4.50 will be charged to your mobile. If you encounter any issues with your tone, please contact our customer support at 09065989180",spam
"Thank you for your recent ringtone purchase. Your order reference number is X29, and your mobile will be charged £4.50. If you encounter any issues with your ringtone, please contact our customer service team at 09065989180.",spam
"Your ringtone purchase has been successful, reference number X29. Your mobile will be charged 4.50. If you experience any issues with your tone, please contact our customer support at 09065989180",spam
"We appreciate your recent ringtone purchase, using reference number X29. Your mobile will incur a charge of 4.50. If you experience any issues receiving your tone, please contact our customer support team at 09065989180",spam
Hello! You have been selected for a special loyalty offer from IBH. You can now get your hands on the latest NOKIA6600 mobile for just £10 with TXTAUCTION. Simply text the word 'START' to the number 81151 to claim your offer. Don't miss out on this incredible deal! T&Cs apply.,spam
"Hello! As an IBH Customer Loyalty Offer, you can now get your hands on the brand new NOKIA6600 Mobile for just £10 with TXTAUCTION! Simply text the word 'START' to 81151 to claim your device. Terms and conditions apply.",spam
"Greetings! As a valued customer, you are eligible for an exciting offer from IBH. Get your hands on the latest NOKIA6600 mobile device for just £10 at TXTAUCTION. Simply text the word 'START' to 81151 to claim your prize. Don't miss out! T&C apply.",spam
Hi there! Don't miss out on this fantastic offer from IBH Customer Loyalty. Get your hands on the brand new NOKIA6600 mobile for just £10 with TXTAUCTION. Simply text 'START' to 81151 to claim your device now! T&Cs apply.,spam
"Have you had your mobile contract for 11 months or more? You could get a brand new phone from Motorola, Nokia or similar - completely free! Plus, enjoy double minutes and texts on Orange tariffs. Reply 'YES' for a callback, or 'NO' to decline and remove your number from our list.",spam
"Are you eligible for a contract mobile upgrade? Get your hands on the latest Mobile phones from top brands like Motorola and Nokia completely free! Enjoy double minutes and text on Orange tariffs. To receive a callback, text 'YES', or 'NO' to unsubscribe from our list.",spam
"Have you had your mobile contract for at least 11 months? You could be eligible for a free latest model from top brands like Motorola and Nokia! Additionally, enjoy double minutes and texts on Orange tariffs. Reply 'YES' for a callback or 'NO' to opt out.",spam
"Have you had your contract mobile for 11 months or more? You could get a FREE latest Motorola or Nokia phone! Plus, enjoy double minutes and text on Orange tariffs. Reply 'YES' for a callback or 'NO' to opt-out.",spam
"We are delighted to inform you, as a valued customer, that you have been selected for a £1500 bonus prize. To claim your reward, kindly call 09066364589",spam
"We appreciate your continued loyalty and are excited to inform you that after a recent evaluation, we have selected you as a recipient of a £1500 Bonus Prize. Kindly contact us at 09066364589 to receive your reward.",spam
"We highly value your loyalty and would like to inform you that after a recent review of your mobile number, we are delighted to award you with a £1500 Bonus Prize. Please call 09066364589 to claim your prize.",spam
"We highly value your loyalty and would like to inform you that after a recent review of your mobile number, we are delighted to award you with a £1500 Bonus Prize. Please call 09066364589 to claim your prize.",spam
"Congratulations, you have been awarded a City Break and have the opportunity to win a £200 summer shopping spree every week. Text STORE to 88039 for more information. Good luck! Ts&Cs apply, age 16 and over, £1.50 per week subscription.",spam
Congratulations! You have won a city break and could additionally win a £200 summer shopping spree every week. Text 'STORE' to 88039 to claim your prize. See terms and conditions at SkilGme.TsCs087147403231Winawk! Open to ages 16+. £1.50 per week subscription.,spam
"Congratulations! You've been awarded a city break, and you could win a £200 summer shopping spree every week. To enter, text 'STORE' to 88039. Game rules and terms apply. Open to ages 16+. Weekly subscription of £1.50. Good luck!",spam
"Congratulations! You've been selected for a City Break and have the chance to win a £200 Summer Shopping spree every week. To enter, text STORE to 88039. Please see Ts and Cs (087147403231) and Winawk for details. Open to ages 16 and above. £1.50 per week subscription applies.",spam
"Congratulations! You've won not one, but TWO mobile 3G videophones! Call 09061744553 immediately to claim your prize. Enjoy video chats with friends, play exciting Java games, and download catchy polyphonic music. Don't miss out on this incredible offer! BX420. IP4. 5WE. 150pm",spam
"Congratulations! You have won two mobile 3G videophones. To claim your prize, please call 09061744553 immediately. Enjoy video chatting with your friends, playing Java games, and downloading polyphonic music. Your new phone also has a built-in camera, web browser, and low battery consumption. Hurry, this offer is only valid for a limited time!",spam
"Congratulations! You have won two mobile 3G videophones. Call 09061744553 now to claim your prize and enjoy amazing features like video chat, Java games, polyphonic music, and no rental fees. Hurry!Offer valid until 5 PM today.",spam
"Congratulations! You have won not one, but two state-of-the-art 3G videophones! Don't miss out on this amazing opportunity to video chat with your friends, play exciting Java games, and download polyphonic music. Call 09061744553 now to claim your prize! Box 420. IP4. 5WE. 150pm",spam
Ringtone Club: Get great new polyphonic ringtones delivered directly to your mobile device every week!,spam
Exciting news! Get ready to elevate your mobile experience with Ringtone Club. We'll deliver the latest and greatest polychronic ringtones straight to your device every week! Stay tuned!,spam
Ringtone Club: Awesome new polyphonic ringtones delivered straight to your mobile every week!,spam
Unbelievable! Get 8 great new polyphonic ringtones delivered to your mobile device every week with Ringtone Club!,spam
"Someone secretly admires you! Discover who thinks you're special. Call 09065174042. To opt out, reply with 'REVEAL STOP'. Standard message rates apply. Customer care: 07821230901",spam
"Someone has a crush on you! Discover who thinks you're amazing. Dial 09065174042 for the surprise. To stop receiving messages, reply with REVEAL STOP. Each message costs 1.50. Customer care: 07821230901",spam
"Someone has a crush on you! Discover who thinks you're amazing. Dial 09065174042 for the surprise. To stop receiving messages, reply with REVEAL STOP. Each message costs 1.50. Customer care: 07821230901",spam
"Someone has a crush on you! Find out who thinks you're amazing. Call 09065174042 to reveal their identity. If you'd like to opt out, reply with 'REVEAL STOP'. Standard message rates apply. Customer care: 07821230901",spam
"You've been handpicked to receive either £1000 in cash or a £2000 award. Don't miss out! Call 087147123779 between 9am and 7pm to speak to a live operator and claim your prize. Remember, the call will only cost you 10p.",spam
Congratulations! You have been singled out as a winner and are eligible to receive either £1000 in cash or a £2000 award. Contact a live operator between 8am-7pm by calling 087147123779 to collect your prize. The call will cost you 10p.,spam
"Congratulations! You've been chosen as a winner and are eligible to receive either £1000 cash or a £2000 award. To claim your prize, speak to a live operator by calling 087147123779 between 9am-7pm. The call will cost 10p.",spam
"Congratulations! You have been chosen to receive a special prize of either £1000 cash or a £2000 award. To claim your prize, please speak to a live operator by calling 087147123779 between 9am and 7pm. The call will cost 10p.",spam
"Hello! My name is Sue, I'm 20 years old and work as a dancer. I enjoy meeting new people and having fun conversations. Feel free to text me anytime you'd like. Message me now and let's chat! 😊",spam
"Greetings! I'm Sue, a 20-year-old professional dancer. I'm passionate about my work and invite you to engage with me in a live text conversation. I'm currently in my bedroom, ready to connect with you. To start, please text 'SUE' to 89555. Your message will be received by TextOperator G2 1DA 150ppmsg 18+.",spam
"Hello! My name is Sue, and I'm 20 years old. I'm a lapdancer and I enjoy my work. I'm available to chat with you live - I'm currently in my bedroom. Feel free to text me at 89555. By TextOperator G2 1DA 150ppmsg 18+",spam
"Hello! My name is Sue, and I'm 20 years old. I work as an exotic dancer. I enjoy intimate moments. Feel free to text me live - I'm in my bedroom now. Send 'SUE' to 89555. Powered by TextOperator G2 1DA 150ppmsg 18+",spam
"Attention sports enthusiasts! Sign up now and receive the latest sports news straight to your mobile for one week absolutely free. Plus, get a free tone and text 'SPORT ON' to 8007. Check out www.getzed.co.uk for more information. Standard rate apply, 120p per text.",spam
"Attention sports enthusiasts! Get the most up-to-date sports news sent straight to your mobile for free for one week. Plus, receive a complimentary ringtone. Simply text SPORT ON to 8007, and visit www.getzed.co.uk for more information. Standard rates apply.",spam
"Attention sports enthusiasts! Get the latest sports updates delivered straight to your mobile device for free for one week, plus a free ringtone. Simply text SPORT ON to 8007 and visit www.getzed.co.uk for more information. Standard rates apply for text messages.",spam
"Attention sports enthusiasts! Get the latest sports updates sent directly to your mobile device for one week absolutely free! Plus, receive a free ringtone. Simply text SPORT ON to 8007. Offer details at www.getzed.co.uk. Standard rates apply for texts.",spam
"Hello! The CHATFUN girls are eager to connect with you. Enjoy a thrilling night of texting. To opt out, reply with STOP.",spam
"Greetings! We have a group of charming individuals eager to engage in a delightful texting experience. Feel free to initiate a conversation with them by sending a message. If you wish to opt-out, simply type 'STOP'.",spam
"Hello! The friendly conversation experts at SEXYCHAT are eager to connect with you. Engage in a fun night of texting by responding to this message. To opt-out, simply type 'STOP'.",spam
Join us on SEXYCHAT tonight for a thrilling experience! Connect with our team of vibrant ladies and share an unforgettable night. Opt out anytime by writing 'STOP'.,spam
"Time-sensitive! You have been selected as the winner of a £2000 prize in the Bonus Caller contest. Please contact 09066368753 immediately to claim your prize. Mailing address: 97N7QP, 150ppm",spam
"We urge you to contact us immediately regarding your £2000 Bonus Caller prize that you won on 10/06/03. This is our second attempt to reach you. Please call 09066368753 as soon as possible and reference Box 97N7QP, 150ppm to claim your prize",spam
"We urgently require your immediate attention. You have won a £2000 Bonus Caller prize on 10/06/03. Since we have been unsuccessful in reaching you, this is our second attempt to notify you. Kindly contact us at 09066368753 as soon as possible. Prize details can be found in Box 97N7QP, 150ppm.",spam
"We urge you to contact us immediately regarding the £2000 Bonus Caller prize you won on 10/06/03. This is our second attempt to reach you. Please call 09066368753 as soon as possible. Your mobile number *************** was selected as the winner. Don't miss out on this fantastic prize! Box 97N7QP, 150ppm",spam
"Just a heads up from O2! To receive 2.50 pounds in free call credit and learn about exciting offers, kindly respond to this message with your full name, house number, and postcode.",spam
"Reminder from O2: Reply to this message with your name, house number, and postcode to receive 2.50 pounds in free call credit and information about exciting offers.",spam
"Reminder from O2: Claim your 2.50 pounds of free call credit and learn about amazing deals. Simply respond to this message with your name, house number, and postcode",spam
"Reminder from O2: To receive 2.50 pounds of free call credit and information about exciting offers, please respond to this message with your full name, address, and postcode",spam
I have some risqué photos that were nearly banned in the UK. Would you like to take a look?,spam
Are you interested in viewing my risqué photographs? They were almost banned in the UK due to their salacious content!,spam
I have some revealing photos that I think you'll find quite attractive. Would you like to take a look?,spam
Would you like to see my risque photos? They were almost banned in the UK due to their steamy content!,spam
"A shy individual has requested our dating service to contact you. Please call 09058091870 for more information. Our address is PO Box 84, M26 3UZ. Standard rate applies.",spam
"A shy admirer has contacted us, seeking an introduction to someone special. If you're interested, please call 09058091870 for more information. Our address is PO Box 84, M26 3UZ. Standard rates apply.",spam
"Someone special is interested in getting to know you better! Our dating service has received a request to connect you with this person. Please call 09058091870 to learn more. POBox84, M26 3UZ",spam
"Our dating service has received a request to connect you with someone special. Don't let this opportunity slip away! Call 09058091870 now and discover who's been looking for you. PO Box 84, M26 3UZ. Standard rates apply.",spam
Congratulations! You have been selected as a valued network customer to receive a £900 prize reward! Claim your prize now by calling 09061701461 with your claim code KL341. Offer valid for 12 hours only.,spam
"Congratulations! As a valued network customer, you have been selected to receive a £900 prize reward! Please call 09061701461 and provide claim code KL341 to redeem your prize within the next 12 hours.",spam
"Congratulations! As a valued network customer, you have been selected to receive a £900 prize reward! Please call 09061701461 and provide claim code KL341 to redeem your prize within the next 12 hours.",spam
"Congratulations! As a loyal network customer, you have been selected to receive a £900 prize reward! To claim your prize, please call 09061701461 and quote your claim code KL341. Offer valid for 12 hours only.",spam
"Meet Mila, a 23-year-old blonde recent arrival in the UK. She's eager to meet new people and have a good time with locals. If you're interested in getting to know her, send a message to 69866.18 using the code MTALK. Standard rates apply, with the first five messages being free. £1.50 will be charged for each subsequent message. For assistance, call 08718728876.",spam
"Hi, I'm Mila, a 23-year-old blonde visiting the UK. I'm interested in meeting new people and having fun. If you're looking for a good time, text MTALK to 69866.18. Standard rates apply. First 5 messages are free, then £1.50 for each additional message. Help: 08718728876",spam
"Hi Mila, a 23-year-old blonde new to the UK, is interested in meeting UK guys for some fun. If you're up for a good time, send a text to 69866.18 with the code MTALK and enjoy your first 5 messages free. After that, it's £1.50 per message. Don't hesitate to contact Help08718728876 if you need assistance.",spam
"Hello! I'm Mila, a 23-year-old blonde new to the UK. I'm looking for a fun and exciting experience with UK guys. If you're interested, please text MTALK to 69866.18. Standard rates apply: 30p per text, with the first 5 messages free. Additional messages will be charged in £1.50 increments. If you have any questions or need assistance, please call 08718728876.",spam
"Kit Strip - your payment of 150p has been processed. Netcollex Ltd., PO Box 1013, IG11 OJA",spam
"We have charged £150 to your card. Please contact Netcollex Ltd at PO Box 1013, IG11 OJA, if you have any questions.",spam
"Kit Strip - your payment of £150 has been processed. Thank you for your business. Netcollex Ltd, PO Box 1013, IG11 OJA",spam
Your Kit Strip subscription has been renewed and you have been charged 150p. Please contact Netcollex Ltd at PO Box 1013 IG11 OJA for any billing inquiries.,spam
"Experience your wildest dreams with our sizzling selection of live fantasies. Call now at 08707500020 and pay only 20p per minute. NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 - a national rate call.",spam
"Experience sizzling live fantasies! Call us now at 08707500020 for just 20p per minute. NTT Ltd, located at PO Box 1327 Croydon CR9 5WB, offers this service through our 0870 national rate number.",spam
"Call now and indulge in sizzling live fantasies! Pay just 20p/min. Operated by NTT Ltd. PO Box 1327, Croydon CR9 5WB. (0870 is a national rate number.)",spam
"Fantasy hotline! Call now on 08707500020 and enjoy sizzling live experiences for just 20p per minute. This service is provided by NTT Ltd, PO Box 1327, Croydon CR9 5WB. Please note that 0870 is a national rate number.",spam
"We have been trying to contact you regarding the £2000 Bonus Caller Prize you were awarded on May 9, 2003. This is our final attempt. Please call us from a landline at 09064019788, using the reference number BOX42WR29C, to claim your prize of 150PPM.",spam
"Congratulations! We have been trying to contact you regarding the £2000 Bonus Caller Prize you won on May 9th, 2003. Please call us back at 09064019788 (landline only) using the reference code BOX42WR29C to claim your prize. This is our final attempt to reach you.",spam
"Urgent! You've been selected as the winner of a £2000 prize in the mobile number bonus caller contest held on May 9th, 2003. Since this is our final attempt to reach you, please call us back immediately at 09064019788 using a landline phone. Your code is BOX42WR29C, and the pin number is 150PPM.",spam
"We urgently need to inform you that your mobile number has been selected as a winner of a £2000 bonus caller prize on May 9, 2003. Since this is our final attempt to contact you, please call us back immediately from a landline phone at 09064019788, using the code BOX42WR29C. Our callback rate is 150 PPM.",spam
"Attention all customers. We attempted to deliver your package, but unfortunately, we were unsuccessful. Kindly call us at 07099833605 to arrange for a re-delivery. Reference number: 9280114",spam
Delivery Alert! We were unsuccessful in our recent delivery attempt to your address. Please contact our customer service at 07099833605 to reschedule and claim your package. Reference: 9280114,spam
We attempted to deliver to you recently but were unsuccessful. Please call 07099833605 to reschedule your delivery. Reference number: 9280114,spam
"Delivery update: Due to unforeseen circumstances, our recent delivery attempt was unsuccessful. Please contact 07099833605 to arrange re-delivery. Your reference number is 9280114",spam
Confidential: Your 2003 account statement for 07808 XXXXXX reveals 800 unredeemed S. I. M. points. Kindly call 08719899217 and enter identifier code 41685 before 07/11/04 to redeem your points.,spam
Confidential! Your 2003 account statement for 07808 XXXXXX reveals 800 unredeemed S. I. M. points. Contact 08719899217 using identifier code 41685 before 07/11/04 to redeem your points.,spam
Confidential! Your 2003 Account Statement for 07808 XXXXXX reveals 800 unclaimed S. I. M. points. Contact 08719899217 using Identifier Code: 41685 before 07/11/04 to redeem them.,spam
Confidential! Your 2003 account statement for 07808 XXXXXX reveals 800 unredeemed S. I. M. points. Please contact 08719899217 using the identifier code 41685 before 07/11/04 to claim your reward.,spam
Get a free top ringtone and subscribe to weekly ringtones for just $3 per week. Text 'SUBPOLY' to 81618 to get your first week free. Stopsms 08718727870.,spam
"Get a free top ringtone when you subscribe to our weekly ringtone service. Your first week is on us! To start your subscription, text 'SUBPOLY' to 81618. You'll receive three ringtones per week at a cost of $3 each. To stop receiving SMS messages, text 'STOP' to 08718727870.",spam
"Sign up for a free weekly ringtone subscription and receive your first week free! Text 'SUBPOLY' to 81618 to get started, and don't forget to stop SMS messages by texting 'STOP' to 08718727870. You'll only be charged £3 per week.",spam
Get your first week of premium ringtones free! Simply subscribe to our weekly service and send 'SUBPOLY' to 81618. Only $3 per week thereafter. Cancel anytime by sending 'STOP' to 08718727870.,spam
"We are excited to inform you that you have won a £400 prize! To claim your reward, simply call 087104711148. This call will only cost you 10p per minute, and we are available to assist you at any time.",spam
"We are delighted to inform you that you have won a £400 prize. To claim it, simply call 087104711148 at a rate of only 10p per minute. Don't miss out on this amazing opportunity!",spam
"We have attempted to reach out to you twice. You have won a prize of £400. Claiming your prize is simple. All you need to do is call the following number: 087104711148. The call will only cost 10 pence per minute, which is the standard national rate for BT.",spam
"We have attempted to contact you twice regarding your £400 prize. To claim your award, simply call 087104711148 at a minimal cost of 10p per minute, using the BT national rate.",spam
Support Children in Need by downloading Alfie Moon's song on your mobile. Share with your friends and text TONE CHARITY to 8007 for Nokia or POLY CHARITY for polyphones. Donate 10p to charity by calling 08701417012.,spam
Support Children in Need by sending the Alfie Moon song to your friends. Text TONE CHARITY to 8007 for Nokia phones or POLY CHARITY to 8007 for polyphonic phones. 08701417012. Profits go to charity.,spam
"Attention all phone users! You can now support Children in Need by texting TONE CHARITY to 8007 for Nokia phones or POLY CHARITY to 8007 for other makes. Each text will donate £2 to the charity, and you'll also receive Alfie Moon's special song. Spread the word by telling your friends! (UK only, 16+, Helpline 08701417012, standard network rates apply)",spam
Support Children in Need by downloading Alfie Moon's song on your mobile. Share this with your friends! Text TONE CHARITY to 8007 for Nokia phones or POLY CHARITY to 8007 for polyphonic phones. Call 08701417012 to donate and support a good cause.,spam
"Hello! We're looking for stylish individuals to test our products for Champneys. Would you be interested in participating in our user trial? If so, please provide your address and date of birth as soon as possible. Thank you!",spam
Hello. We're seeking stylish individuals to test our luxury products for Champneys. Would you like to participate? Please provide your address and date of birth by return email. Thank you.,spam
